channel,utm_source,utm_medium,utm_campaign,utm_content,voucher_code,short_url,destination_url
X,x,social,bonly26_speakers,elodie_lue_mobile_money,B26-SPK-EL-X,https://go.alpinechain.xyz/b26-el-x,https://join.alpinechain.xyz/org/bonly26/redeem?voucher=B26-SPK-EL-X&utm_source=x&utm_medium=social&utm_campaign=bonly26_speakers&utm_content=elodie_lue_mobile_money
LinkedIn Annecy Bitcoin Meetup,linkedin_abm,social,bonly26_speakers,elodie_lue_mobile_money,B26-SPK-EL-LIABM,https://go.alpinechain.xyz/b26-el-li-abm,https://join.alpinechain.xyz/org/bonly26/redeem?voucher=B26-SPK-EL-LIABM&utm_source=linkedin_abm&utm_medium=social&utm_campaign=bonly26_speakers&utm_content=elodie_lue_mobile_money
LinkedIn AlpineChain,linkedin_alpinechain,social,bonly26_speakers,elodie_lue_mobile_money,B26-SPK-EL-LIAC,https://go.alpinechain.xyz/b26-el-li-ac,https://join.alpinechain.xyz/org/bonly26/redeem?voucher=B26-SPK-EL-LIAC&utm_source=linkedin_alpinechain&utm_medium=social&utm_campaign=bonly26_speakers&utm_content=elodie_lue_mobile_money
Facebook,facebook,social,bonly26_speakers,elodie_lue_mobile_money,B26-SPK-EL-FB,https://go.alpinechain.xyz/b26-el-fb,https://join.alpinechain.xyz/org/bonly26/redeem?voucher=B26-SPK-EL-FB&utm_source=facebook&utm_medium=social&utm_campaign=bonly26_speakers&utm_content=elodie_lue_mobile_money
Instagram,instagram,social,bonly26_speakers,elodie_lue_mobile_money,B26-SPK-EL-IG,https://go.alpinechain.xyz/b26-el-ig,https://join.alpinechain.xyz/org/bonly26/redeem?voucher=B26-SPK-EL-IG&utm_source=instagram&utm_medium=social&utm_campaign=bonly26_speakers&utm_content=elodie_lue_mobile_money
Nostr,nostr,social,bonly26_speakers,elodie_lue_mobile_money,B26-SPK-EL-NOSTR,https://go.alpinechain.xyz/b26-el-nostr,https://join.alpinechain.xyz/org/bonly26/redeem?voucher=B26-SPK-EL-NOSTR&utm_source=nostr&utm_medium=social&utm_campaign=bonly26_speakers&utm_content=elodie_lue_mobile_money
Blog,blog,article,bonly26_speakers,elodie_lue_mobile_money,B26-SPK-EL-BLOG,https://go.alpinechain.xyz/b26-el-blog,https://join.alpinechain.xyz/org/bonly26/redeem?voucher=B26-SPK-EL-BLOG&utm_source=blog&utm_medium=article&utm_campaign=bonly26_speakers&utm_content=elodie_lue_mobile_money
