channel,utm_source,utm_medium,utm_campaign,utm_content,voucher_code,short_url,destination_url
X,x,social,bonly26_speakers,nicolas_cantu_sols,B26-SPK-NC-X,https://go.alpinechain.xyz/b26-nc-x,https://join.alpinechain.xyz/org/bonly26/redeem?voucher=B26-SPK-NC-X&utm_source=x&utm_medium=social&utm_campaign=bonly26_speakers&utm_content=nicolas_cantu_sols
LinkedIn Annecy Bitcoin Meetup,linkedin_abm,social,bonly26_speakers,nicolas_cantu_sols,B26-SPK-NC-LIABM,https://go.alpinechain.xyz/b26-nc-li-abm,https://join.alpinechain.xyz/org/bonly26/redeem?voucher=B26-SPK-NC-LIABM&utm_source=linkedin_abm&utm_medium=social&utm_campaign=bonly26_speakers&utm_content=nicolas_cantu_sols
LinkedIn AlpineChain,linkedin_alpinechain,social,bonly26_speakers,nicolas_cantu_sols,B26-SPK-NC-LIAC,https://go.alpinechain.xyz/b26-nc-li-ac,https://join.alpinechain.xyz/org/bonly26/redeem?voucher=B26-SPK-NC-LIAC&utm_source=linkedin_alpinechain&utm_medium=social&utm_campaign=bonly26_speakers&utm_content=nicolas_cantu_sols
Facebook,facebook,social,bonly26_speakers,nicolas_cantu_sols,B26-SPK-NC-FB,https://go.alpinechain.xyz/b26-nc-fb,https://join.alpinechain.xyz/org/bonly26/redeem?voucher=B26-SPK-NC-FB&utm_source=facebook&utm_medium=social&utm_campaign=bonly26_speakers&utm_content=nicolas_cantu_sols
Instagram,instagram,social,bonly26_speakers,nicolas_cantu_sols,B26-SPK-NC-IG,https://go.alpinechain.xyz/b26-nc-ig,https://join.alpinechain.xyz/org/bonly26/redeem?voucher=B26-SPK-NC-IG&utm_source=instagram&utm_medium=social&utm_campaign=bonly26_speakers&utm_content=nicolas_cantu_sols
Nostr,nostr,social,bonly26_speakers,nicolas_cantu_sols,B26-SPK-NC-NOSTR,https://go.alpinechain.xyz/b26-nc-nostr,https://join.alpinechain.xyz/org/bonly26/redeem?voucher=B26-SPK-NC-NOSTR&utm_source=nostr&utm_medium=social&utm_campaign=bonly26_speakers&utm_content=nicolas_cantu_sols
Blog,blog,article,bonly26_speakers,nicolas_cantu_sols,B26-SPK-NC-BLOG,https://go.alpinechain.xyz/b26-nc-blog,https://join.alpinechain.xyz/org/bonly26/redeem?voucher=B26-SPK-NC-BLOG&utm_source=blog&utm_medium=article&utm_campaign=bonly26_speakers&utm_content=nicolas_cantu_sols
